305.00	289.00	400.00	284.00	406.00	437.00	312.00	440.00
305.09	289.07	399.99	284.03	406.00	437.01	311.99	440.01
305.06	289.03	399.98	284.03	405.99	437.01	312.00	440.01
305.06	289.05	399.97	284.04	406.01	437.01	311.99	440.01
305.08	289.07	399.97	284.03	406.00	437.01	312.00	440.00
305.06	289.04	399.97	284.04	406.01	437.02	312.00	440.01
305.07	289.05	399.99	284.03	405.99	437.01	312.00	440.00
305.02	289.05	399.95	284.07	406.02	437.01	311.99	440.01
305.06	289.06	399.95	284.06	406.01	437.02	312.00	440.01
305.08	289.06	399.96	284.06	406.00	437.03	311.99	440.02
305.05	289.05	399.96	284.04	406.01	437.02	312.00	440.02
305.07	289.05	399.97	284.04	406.00	437.02	312.00	440.01
305.07	289.04	399.96	284.07	406.00	437.01	311.99	440.02
305.05	289.01	399.99	284.03	406.00	437.01	312.00	440.00
305.09	289.03	399.99	284.03	406.00	437.01	312.00	440.01
305.08	289.02	399.96	284.04	406.01	437.03	312.00	440.01
305.06	289.02	399.98	284.04	406.00	437.00	312.00	440.00
305.08	289.03	399.99	284.03	406.00	437.02	311.99	440.01
305.08	289.03	399.97	284.04	406.00	437.02	312.00	440.02
305.08	289.03	399.98	284.04	406.00	437.01	311.99	440.01
305.09	289.06	399.97	284.04	406.03	437.04	312.00	440.02
305.11	289.06	399.97	284.05	406.01	437.03	311.99	440.02
305.06	289.02	399.98	284.01	406.01	437.01	312.00	440.00
305.07	289.04	399.97	284.02	406.01	437.03	312.00	440.01
305.08	289.08	399.96	284.05	406.02	437.03	311.99	440.01
305.10	289.07	399.98	284.01	406.02	437.02	312.01	440.00
305.09	289.03	399.99	284.00	406.01	437.02	312.00	440.01
305.10	289.04	400.00	284.02	406.01	437.01	311.98	440.01
305.09	289.03	400.01	283.99	406.01	437.01	312.00	440.01
305.12	289.04	399.99	284.01	406.01	437.03	312.00	440.01
305.11	289.02	399.99	284.00	406.01	437.02	311.99	440.02
305.10	289.03	399.99	283.99	406.02	437.02	312.02	440.01
305.13	289.06	400.00	284.01	406.01	437.03	312.01	440.01
305.12	289.07	399.99	284.02	406.03	437.02	312.00	440.02
305.11	289.01	400.02	284.00	406.01	437.02	312.00	440.01
305.12	289.05	400.00	284.03	406.03	437.01	311.99	440.02
305.14	289.05	399.99	284.03	406.02	437.02	311.99	440.04
305.09	289.01	399.99	284.03	406.02	437.00	312.01	440.02
305.11	289.03	399.98	284.01	406.03	437.02	312.01	440.03
305.11	289.04	399.99	284.02	406.03	437.01	312.00	440.03
305.12	289.02	400.00	284.01	406.02	437.01	312.01	440.02
305.11	289.01	400.01	283.97	406.03	437.01	312.00	440.02
305.17	288.99	400.02	283.97	406.04	437.01	312.01	440.03
305.20	288.96	400.05	283.93	406.03	436.99	312.03	440.00
305.22	288.93	400.08	283.92	406.02	436.99	312.01	440.00
305.25	288.95	400.06	283.94	406.03	437.00	312.01	440.01
305.26	288.99	400.06	283.93	406.04	437.01	312.01	440.00
305.23	288.95	400.06	283.93	406.04	437.02	312.02	440.02
305.21	288.98	400.05	283.96	406.06	437.02	312.00	440.01
305.24	288.95	400.07	283.94	406.04	437.01	312.01	440.00
305.24	288.92	400.07	283.92	406.03	437.00	312.02	440.01
305.23	288.91	400.05	283.95	406.05	437.01	312.01	440.01
305.25	288.95	400.06	283.95	406.05	437.01	312.01	440.01
305.24	288.93	400.06	283.95	406.05	437.02	312.01	440.02
305.24	288.93	400.08	283.93	406.04	437.02	312.02	440.01
305.24	288.94	400.06	283.93	406.04	437.01	312.02	440.02
305.22	288.95	400.05	283.95	406.05	437.02	312.02	440.02
305.21	288.95	400.06	283.95	406.06	437.02	312.02	440.03
305.25	288.99	400.07	283.96	406.04	437.00	312.01	440.04
305.26	288.96	400.09	283.95	406.04	437.01	312.00	440.04
305.27	288.97	400.09	283.92	406.05	437.01	312.01	440.03
305.31	288.95	400.10	283.93	406.04	437.01	312.01	440.04
305.30	288.92	400.11	283.88	406.04	437.00	312.03	440.03
305.30	288.89	400.11	283.89	406.05	436.99	312.02	440.05
305.33	288.92	400.13	283.89	406.04	437.01	312.01	440.05
305.31	288.94	400.10	283.90	406.06	437.03	312.02	440.07
305.30	289.00	400.09	283.95	406.07	437.02	312.01	440.07
305.21	288.97	400.05	283.97	406.07	437.01	312.01	440.09
305.15	289.00	400.04	283.95	406.07	437.02	312.03	440.09
305.13	289.03	400.05	283.97	406.07	437.03	312.02	440.10
305.10	289.03	400.04	284.00	406.07	437.02	312.03	440.10
305.16	289.07	400.03	283.99	406.09	437.05	312.02	440.12
305.17	289.03	400.07	283.95	406.09	437.04	312.04	440.11
305.23	289.03	400.10	283.97	406.10	437.05	312.02	440.15
305.25	289.04	400.15	283.95	406.17	437.05	312.08	440.19
305.31	289.07	400.26	283.92	406.26	437.05	312.15	440.25
305.43	289.11	400.40	283.92	406.33	437.06	312.20	440.39
305.45	289.10	400.51	283.91	406.41	437.05	312.26	440.51
305.52	289.17	400.59	283.98	406.51	437.08	312.29	440.67
305.57	289.18	400.69	283.97	406.58	437.11	312.32	440.79
305.59	289.20	400.77	283.95	406.68	437.18	312.40	440.88
305.70	289.24	400.93	283.97	406.79	437.26	312.46	441.00
305.82	289.34	401.07	283.99	407.00	437.38	312.61	441.13
305.94	289.34	401.27	284.00	407.19	437.46	312.76	441.32
306.14	289.45	401.49	284.05	407.42	437.64	312.91	441.50
306.28	289.47	401.71	284.11	407.65	437.80	313.03	441.68
306.40	289.50	401.92	284.18	407.87	437.99	313.14	441.89
306.52	289.51	402.11	284.22	408.05	438.18	313.25	442.06
306.60	289.54	402.27	284.28	408.26	438.40	313.34	442.23
306.70	289.64	402.42	284.29	408.44	438.62	313.46	442.39
306.73	289.64	402.59	284.28	408.64	438.84	313.57	442.58
306.87	289.66	402.80	284.33	408.79	439.07	313.64	442.79
306.95	289.66	403.01	284.39	408.95	439.28	313.72	442.99
307.06	289.76	403.21	284.46	409.10	439.47	313.78	443.19
307.15	289.88	403.36	284.57	409.29	439.68	313.85	443.40
307.19	289.91	403.53	284.62	409.43	439.92	313.89	443.63
307.21	290.03	403.65	284.72	409.61	440.16	313.97	443.84
307.26	290.12	403.85	284.81	409.76	440.38	314.02	444.09
307.32	290.24	404.05	284.88	409.91	440.64	314.08	444.34
307.39	290.40	404.15	284.96	410.15	440.98	314.18	444.65
307.40	290.48	404.33	285.12	410.38	441.26	314.23	444.99
307.37	290.39	404.59	285.10	410.54	441.51	314.31	445.31
307.35	290.52	404.74	285.18	410.74	441.80	314.35	445.66
307.39	290.66	404.93	285.23	410.86	442.15	314.31	446.11
307.34	290.79	405.08	285.37	410.97	442.53	314.23	446.59
307.25	290.94	405.17	285.54	411.14	443.00	314.19	447.15
307.20	291.14	405.37	285.67	411.32	443.46	314.14	447.66
307.20	291.30	405.58	285.80	411.53	443.92	314.13	448.17
307.14	291.48	405.79	285.89	411.72	444.35	314.10	448.70
307.20	291.68	406.00	286.08	411.89	444.81	314.06	449.25
307.19	291.86	406.18	286.23	412.14	445.25	314.09	449.79
307.16	291.94	406.45	286.27	412.38	445.63	314.18	450.23
307.17	292.04	406.68	286.38	412.63	445.99	314.28	450.66
307.19	292.18	406.97	286.41	412.87	446.39	314.35	451.07
307.21	292.34	407.16	286.58	413.11	446.81	314.39	451.52
307.31	292.58	407.37	286.76	413.35	447.26	314.41	451.97
307.30	292.68	407.60	286.93	413.59	447.68	314.43	452.44
307.36	292.90	407.79	287.05	413.81	448.14	314.48	452.90
307.47	293.03	408.08	287.23	414.01	448.58	314.48	453.41
307.45	293.08	408.35	287.32	414.28	449.03	314.57	453.91
307.45	293.25	408.58	287.44	414.59	449.51	314.65	454.44
307.47	293.37	408.86	287.58	414.87	449.98	314.72	454.98
307.59	293.58	409.24	287.64	415.18	450.51	314.81	455.43
307.63	293.69	409.55	287.80	415.52	451.00	314.90	455.98
307.77	293.93	409.82	287.98	415.83	451.59	314.99	456.49
307.82	294.07	410.11	288.22	416.11	452.14	315.00	457.06
307.78	294.23	410.36	288.41	416.34	452.70	314.98	457.57
307.67	294.35	410.54	288.57	416.60	453.34	314.94	458.16
307.60	294.55	410.73	288.70	416.78	454.04	314.85	458.71
307.38	294.71	410.83	288.85	416.94	454.71	314.76	459.30
307.20	294.92	410.91	289.04	417.07	455.47	314.62	459.85
306.96	295.22	410.95	289.37	417.20	456.17	314.39	460.47
306.65	295.40	410.93	289.62	417.24	456.83	314.12	461.15
306.30	295.50	410.95	289.76	417.25	457.54	313.89	461.75
305.93	295.72	410.85	290.02	417.26	458.24	313.60	462.34
305.57	295.86	410.86	290.10	417.18	458.86	313.25	463.00
305.25	296.11	410.82	290.31	417.14	459.43	312.98	463.66
305.05	296.38	410.82	290.48	417.17	460.10	312.71	464.34
304.74	296.57	410.85	290.70	417.25	460.67	312.53	465.03
304.66	296.83	411.02	290.89	417.38	461.35	312.31	465.80
304.53	296.99	411.21	291.16	417.56	462.08	312.13	466.57
304.42	297.25	411.44	291.30	417.82	462.80	312.10	467.27
304.30	297.40	411.71	291.48	418.08	463.52	312.04	468.06
304.26	297.62	412.01	291.63	418.34	464.29	311.99	468.86
304.26	297.93	412.38	291.86	418.67	464.99	311.99	469.67
304.19	298.24	412.67	292.21	419.06	465.68	312.02	470.56
304.26	298.50	413.08	292.41	419.41	466.43	312.06	471.34
304.28	298.75	413.47	292.62	419.85	467.20	312.11	472.08
304.31	298.96	413.84	292.75	420.28	467.93	312.26	472.76
304.40	299.08	414.32	292.88	420.61	468.58	312.35	473.41
304.43	299.24	414.65	293.12	420.96	469.23	312.40	474.07
304.49	299.55	414.91	293.33	421.30	469.88	312.47	474.71
304.47	299.73	415.14	293.57	421.56	470.54	312.39	475.47
304.38	299.91	415.46	293.72	421.87	471.22	312.40	476.21
304.30	300.20	415.78	293.98	422.25	472.00	312.43	476.91
304.25	300.44	416.12	294.16	422.60	472.81	312.47	477.68
304.15	300.72	416.43	294.39	422.98	473.45	312.55	478.40
304.01	301.00	416.72	294.62	423.30	474.22	312.58	479.19
303.96	301.16	417.04	294.88	423.66	475.14	312.47	480.07
303.91	301.38	417.36	295.07	423.99	475.95	312.46	480.89
303.94	301.54	417.77	295.35	424.30	476.77	312.32	481.73
303.96	301.82	418.12	295.50	424.64	477.65	312.32	482.52
303.91	302.01	418.47	295.76	424.94	478.51	312.27	483.45
303.83	302.47	418.73	295.94	425.35	479.44	312.24	484.38
303.43	302.75	418.80	296.21	425.64	480.28	312.09	485.37
303.17	302.98	419.01	296.43	425.78	481.19	311.86	486.38
302.87	303.32	419.09	296.78	426.03	482.22	311.63	487.38
302.45	303.52	419.25	296.93	426.26	483.21	311.47	488.30
302.27	303.88	419.50	297.22	426.47	484.32	311.22	489.22
302.08	304.10	419.74	297.56	426.70	485.42	310.98	490.13
301.91	304.39	419.95	297.90	426.97	486.40	310.84	490.95
301.60	304.62	420.11	298.07	427.27	487.20	310.83	491.83
301.26	305.10	420.25	298.35	427.59	487.95	310.82	492.60
301.07	305.56	420.45	298.79	427.83	488.72	310.71	493.51
301.00	305.79	420.74	299.04	428.17	489.65	310.63	494.37
300.97	305.89	421.16	299.11	428.54	490.59	310.63	495.21
300.88	305.91	421.57	299.22	428.87	491.55	310.57	496.13
300.92	306.27	421.91	299.49	429.28	492.55	310.53	497.02
300.99	306.47	422.40	299.84	429.54	493.47	310.37	497.98
300.84	306.84	422.63	300.17	429.91	494.46	310.30	498.93
300.63	307.04	422.95	300.41	430.21	495.53	310.08	499.96
300.55	307.23	423.31	300.67	430.44	496.73	309.87	501.06
300.43	307.62	423.63	301.01	430.84	497.96	309.68	502.15
300.22	307.75	424.01	301.28	431.06	499.14	309.46	503.29
300.12	308.17	424.30	301.65	431.34	500.39	309.15	504.51
299.75	308.38	424.58	301.86	431.62	501.57	308.97	505.63
299.43	308.68	424.78	302.22	431.83	502.71	308.62	506.87
299.25	309.07	425.03	302.51	432.01	503.87	308.36	508.00
298.73	309.28	425.26	302.78	432.22	504.94	308.05	509.12
298.60	309.71	425.49	303.09	432.30	506.10	307.63	510.27
298.23	310.03	425.56	303.42	432.47	507.12	307.33	511.43
297.82	310.27	425.73	303.71	432.63	508.16	307.05	512.53
297.48	310.81	425.83	304.12	432.85	509.25	306.76	513.63
297.11	311.06	426.09	304.43	432.93	510.32	306.41	514.78
296.72	311.47	426.17	304.70	433.17	511.58	306.15	515.99
296.27	311.90	426.30	305.21	433.28	512.68	305.72	517.21
295.80	312.36	426.40	305.57	433.48	513.94	305.37	518.42
295.44	312.67	426.61	305.97	433.55	515.22	304.90	519.69
294.89	313.00	426.69	306.38	433.71	516.52	304.50	520.94
294.54	313.49	426.85	306.66	433.76	517.89	304.04	522.21
293.91	313.89	426.89	307.23	433.89	519.19	303.51	523.57
293.32	314.42	426.88	307.62	433.99	520.58	303.09	524.84
292.68	314.87	426.90	308.08	434.02	521.70	302.61	526.21
291.97	315.45	426.86	308.51	434.06	522.91	302.05	527.55
291.09	315.72	426.71	308.79	433.81	524.00	301.37	528.96
290.34	316.30	426.41	309.26	433.70	525.43	300.59	530.29
289.65	316.68	426.34	309.61	433.50	526.65	299.86	531.50
289.10	317.06	426.21	310.07	433.31	527.79	299.27	532.68
288.39	317.44	426.12	310.41	433.28	528.88	298.74	533.82
287.79	317.85	426.15	310.63	433.25	529.99	298.27	534.87
287.37	318.12	426.15	311.03	433.32	531.14	297.84	535.92
286.86	318.41	426.12	311.37	433.43	532.16	297.51	536.88
286.80	318.62	426.39	311.70	433.50	533.33	297.09	537.93
286.50	319.00	426.53	312.00	433.66	534.31	296.87	538.91
286.25	319.41	426.78	312.24	433.85	535.34	296.56	539.93
286.11	319.69	427.07	312.53	434.07	536.31	296.44	540.94
286.09	320.03	427.41	312.87	434.52	537.31	296.33	541.96
285.97	320.20	427.87	313.00	434.79	538.15	296.26	542.80
285.99	320.50	428.24	313.38	435.04	539.13	296.10	543.81
285.80	320.62	428.53	313.69	435.25	540.14	295.85	544.90
285.68	321.27	428.68	314.04	435.63	541.31	295.71	545.99
285.39	321.16	429.21	314.16	435.85	542.52	295.46	547.16
285.40	321.78	429.58	314.67	436.22	543.68	295.29	548.45
285.00	322.18	429.96	314.99	436.59	544.72	295.22	549.69
284.87	322.67	430.35	315.34	436.96	545.85	295.11	551.02
284.84	323.07	430.90	315.65	437.35	546.99	294.91	552.23
284.79	323.44	431.34	315.92	437.72	548.06	294.88	553.44
284.51	323.95	431.56	316.44	438.05	549.03	294.65	554.71
284.20	324.16	431.91	316.71	438.30	550.07	294.52	555.75
283.99	324.44	432.10	317.05	438.63	551.24	294.31	556.87
283.95	324.79	432.43	317.30	438.76	552.31	293.97	557.92
283.43	325.08	432.53	317.74	438.96	553.37	293.67	558.91
283.35	325.38	432.83	318.05	439.04	554.46	293.40	559.91
283.04	325.66	433.07	318.33	439.27	555.65	293.15	560.92
282.69	326.10	433.14	318.80	439.45	556.71	292.86	562.02
282.31	326.27	433.38	319.08	439.53	557.80	292.50	563.11
282.18	326.67	433.64	319.48	439.69	559.07	292.13	564.34
282.04	327.16	433.96	319.89	440.04	560.10	291.95	565.42
281.94	327.48	434.36	320.13	440.33	561.11	291.83	566.50
281.81	327.75	434.72	320.38	440.65	562.08	291.67	567.49
281.76	328.09	435.06	320.73	441.12	563.14	291.67	568.53
281.81	328.43	435.55	321.13	441.45	564.06	291.58	569.65
281.78	328.65	436.01	321.32	441.87	565.12	291.60	570.74
281.83	329.00	436.65	321.70	442.23	565.89	291.48	571.88
281.75	329.58	436.84	322.06	442.73	566.82	291.52	573.04
281.56	329.64	437.31	322.20	443.08	567.82	291.45	574.25
281.62	329.91	437.90	322.44	443.52	568.96	291.38	575.36
281.78	330.33	438.37	322.87	444.03	570.36	291.31	576.67
281.65	330.53	438.83	323.17	444.35	571.64	291.14	577.74
281.51	331.03	439.02	323.82	444.54	572.97	290.67	578.86
281.14	331.33	439.37	324.00	444.62	574.20	290.35	579.85
280.90	331.64	439.49	324.37	444.77	575.44	290.07	580.82
280.48	331.89	439.68	324.82	444.92	576.56	289.67	581.70
280.09	332.11	439.73	325.06	445.01	577.43	289.50	582.52
279.94	332.42	439.86	325.19	445.07	578.48	289.07	583.42
279.54	332.59	439.67	325.54	445.09	579.30	288.75	584.27
279.24	332.71	439.95	325.82	445.05	580.16	288.27	585.11
279.06	333.03	439.97	326.09	445.07	581.03	288.03	585.93
278.73	333.19	440.08	326.18	445.18	581.90	287.85	586.53
278.57	333.59	440.04	326.64	445.35	582.78	287.53	587.45
278.06	333.52	440.28	326.61	445.27	583.30	287.31	588.14
277.83	333.78	440.33	327.01	445.30	583.95	287.03	588.89
277.54	334.15	440.15	327.15	445.47	584.83	286.86	589.61
277.42	334.69	440.30	327.53	445.46	585.42	286.54	590.32
276.90	334.66	440.30	327.85	445.45	586.07	286.21	591.07
276.73	334.80	440.47	327.97	445.46	587.03	285.85	591.84
276.60	335.17	440.64	328.14	445.44	587.77	285.59	592.53
276.17	335.63	440.56	328.58	445.55	588.23	285.48	593.24
275.45	335.81	440.56	328.64	445.60	589.11	285.25	594.04
275.36	336.03	440.73	329.01	445.79	590.21	284.80	594.91
275.36	335.86	441.00	328.96	445.96	591.10	284.65	595.73
275.63	336.19	441.14	329.16	446.15	592.02	284.48	596.50
275.48	336.33	441.35	329.54	446.34	592.72	284.24	597.26
275.50	336.66	441.47	329.79	446.42	593.42	284.14	597.99
275.18	336.69	441.66	329.83	446.53	594.01	284.04	598.51
274.99	336.81	441.78	329.84	446.64	594.34	283.95	598.92
274.95	336.99	441.67	330.17	446.72	594.35	283.89	599.04
274.81	336.88	441.60	329.98	446.80	594.30	284.09	598.86
275.19	336.86	441.64	330.03	446.76	594.27	283.99	598.89
275.25	336.53	441.84	329.86	446.62	594.14	284.01	598.81
275.11	336.69	441.73	329.93	446.64	594.12	284.02	598.86
275.19	336.98	441.74	329.84	446.66	594.24	284.07	598.92
274.97	337.08	441.58	330.03	446.75	594.30	283.93	599.02
275.05	337.01	441.67	330.03	446.61	594.13	284.03	599.01
275.03	337.17	441.55	330.08	446.72	594.20	283.98	599.05
274.83	336.71	441.81	329.83	446.62	594.07	284.00	598.94
275.14	336.96	441.63	330.11	446.72	594.14	284.00	599.06
275.44	337.21	441.66	330.04	446.76	594.23	283.94	599.07
275.28	337.11	441.57	329.87	446.78	594.19	284.15	598.91
275.22	337.07	441.60	329.88	446.79	594.13	284.09	598.97
274.97	336.88	441.50	330.02	446.75	594.09	284.06	599.07
275.12	337.44	441.48	330.00	446.81	594.15	284.05	599.11
274.79	337.18	441.41	329.94	446.69	594.07	284.12	599.11
274.67	337.41	441.36	330.08	446.75	593.98	284.00	599.16
274.75	337.54	441.44	329.95	446.66	594.01	284.05	599.19
274.53	337.83	441.33	330.17	446.72	594.00	283.96	599.26
