315.00	311.00	451.00	306.00	457.00	494.00	326.00	502.00
315.03	311.05	451.01	306.04	456.99	494.01	325.99	502.02
315.01	311.04	451.01	306.04	456.99	494.02	325.98	502.02
314.99	311.03	451.01	306.03	456.99	494.01	326.00	502.02
315.00	311.03	451.01	306.02	456.97	494.00	325.99	502.02
315.00	311.01	451.02	306.00	456.98	494.01	326.00	502.02
315.02	311.06	451.00	306.05	456.99	494.01	325.99	502.02
315.01	311.06	450.99	306.06	456.99	494.00	325.99	502.03
315.02	311.06	450.99	306.05	456.99	494.01	325.99	502.02
315.01	311.05	450.99	306.07	456.99	494.01	325.99	502.02
315.00	311.05	450.95	306.10	457.00	494.01	325.99	502.03
314.97	311.03	450.94	306.12	456.99	493.99	325.99	502.04
315.00	311.08	450.91	306.14	457.01	494.01	325.98	502.04
314.99	311.09	450.87	306.20	457.02	494.00	325.97	502.06
314.97	311.10	450.83	306.22	457.02	494.00	325.97	502.08
314.97	311.14	450.81	306.25	457.05	494.02	325.97	502.09
314.96	311.16	450.83	306.26	457.05	494.03	325.97	502.11
314.95	311.19	450.83	306.31	457.05	494.03	325.95	502.13
314.95	311.19	450.85	306.29	457.07	494.06	325.96	502.12
315.01	311.18	450.85	306.22	457.07	494.07	325.97	502.08
314.97	311.12	450.91	306.15	457.04	494.03	325.98	502.07
314.98	311.12	450.92	306.15	457.03	494.04	325.98	502.07
314.97	311.08	450.95	306.13	457.02	494.03	325.97	502.06
314.98	311.09	450.96	306.09	457.01	494.03	325.99	502.04
314.98	311.06	450.97	306.05	456.99	494.00	326.00	502.03
315.01	311.05	450.95	306.03	456.99	493.98	325.99	502.03
315.01	311.03	450.95	305.98	456.99	493.96	326.01	502.02
315.01	311.03	450.94	305.99	456.98	493.97	326.01	502.04
315.02	311.03	450.96	306.00	456.98	493.97	326.01	502.02
315.00	311.02	450.96	306.02	456.98	493.97	325.99	502.03
315.04	311.06	450.95	306.04	456.99	493.99	325.99	502.03
315.05	311.03	450.96	306.02	456.99	493.99	325.99	502.03
315.08	310.97	450.96	305.97	456.98	493.97	326.00	502.00
315.15	310.93	450.95	305.95	456.99	493.96	325.99	501.98
315.15	310.88	450.95	305.93	456.98	493.95	326.01	501.95
315.13	310.93	450.95	305.94	456.99	493.95	326.00	501.96
315.10	310.96	450.95	305.96	457.00	493.97	326.00	501.98
315.07	311.00	450.95	305.96	456.98	493.96	326.01	502.00
315.07	310.96	450.95	305.95	456.97	493.96	326.00	502.01
315.12	310.95	450.94	305.91	456.98	493.96	326.01	502.00
315.10	310.90	450.92	305.84	456.97	493.90	326.01	501.99
315.18	310.92	450.90	305.81	456.95	493.87	326.01	502.01
315.17	310.91	450.87	305.76	456.96	493.85	326.02	502.04
315.20	310.88	450.86	305.71	456.94	493.82	326.02	502.05
315.21	310.89	450.82	305.73	456.94	493.81	326.01	502.09
315.19	310.92	450.80	305.72	456.95	493.81	326.02	502.10
315.20	310.94	450.81	305.74	456.94	493.81	326.02	502.11
315.17	310.96	450.82	305.77	456.96	493.81	325.99	502.12
315.18	310.97	450.82	305.77	456.96	493.83	326.02	502.11
315.16	310.94	450.82	305.78	456.96	493.83	326.02	502.10
315.21	310.93	450.86	305.75	456.94	493.83	326.02	502.09
315.23	310.91	450.84	305.74	456.95	493.82	326.02	502.07
315.25	310.86	450.84	305.72	456.95	493.81	326.01	502.07
315.28	310.84	450.83	305.71	456.96	493.82	326.01	502.05
315.26	310.83	450.84	305.75	456.95	493.82	326.00	502.05
315.21	310.89	450.85	305.79	456.94	493.84	326.00	502.07
315.18	310.94	450.86	305.82	456.95	493.87	326.01	502.10
315.13	310.94	450.86	305.82	456.97	493.88	326.02	502.12
315.14	310.92	450.85	305.77	456.96	493.85	326.02	502.11
315.16	310.86	450.84	305.73	456.95	493.82	326.01	502.10
315.19	310.86	450.81	305.70	456.95	493.81	326.02	502.10
315.25	310.83	450.80	305.65	456.94	493.81	326.03	502.08
